video_name,question_id,question,answer,type
HWFosaUWoSI,v_HWFosaUWoSI_7,what color is the wall outside the house,red,4
7BFbmEY3BNw,v_7BFbmEY3BNw_7,what did drip in the cave,water,5
I3tqWc5wG78,v_I3tqWc5wG78_4,what is behind the person wearing the sweater chain,table,1
9TjPn_ejmFU,v_9TjPn_ejmFU_4,what is the front of the child wearing blue and white stripes,board,1
-p7aui3nAnc,v_-p7aui3nAnc_4,what is the front of the child holding a plastic bag,performers,1
32vYs9wKXE8,v_32vYs9wKXE8_4,what is the front of the long hair girl,dresser,1
UvOEuhS0V3E,v_UvOEuhS0V3E_4,what is the front of the long hair woman,mirror,1
oflwFZj9PNY,v_oflwFZj9PNY_4,what is the front of the person wearing red and black clothes,runway,1
rApbE1VkEjE,v_rApbE1VkEjE_4,what is in front of the person wearing a yellow scorpion,snow,1
pzTqZWPubk8,v_pzTqZWPubk8_4,what is the front of the person wearing a black tie,water tap,1
sNTOUuE7ZfM,v_sNTOUuE7ZfM_4,what is the front of the person wearing the tie,woman,1
r2H-cnti8GI,v_r2H-cnti8GI_4,what is the front of the person wearing a black and white shirt,magic cube,1
kPn9NzU4W48,v_kPn9NzU4W48_4,what is the person wearing red and white shoes,opponent,1
ej_fSoVO0R8,v_ej_fSoVO0R8_4,what is in front of the person wearing a white apron,table,1
nP1Bk-vJgVg,v_nP1Bk-vJgVg_4,what is the front of the person wearing a white helmet,ball net,1
gOnp3DZxeKU,v_gOnp3DZxeKU_4,what is in front of the person wearing a purple shirt,pot,1
9G172wz5Yqo,v_9G172wz5Yqo_4,what is the front of the red girl,snow land,1
iQnnCZTl_7U,v_iQnnCZTl_7U_4,what is in front of the gray woman,toaster oven,1
FnPS6zn5S7M,v_FnPS6zn5S7M_4,what is the front of a woman wearing a gym suit,referee,1
FFMugev85IY,v_FFMugev85IY_4,what is the front of the woman in a red shirt,drum,1
fMVuGUBs2cs,v_fMVuGUBs2cs_4,what is the front of this person,wine glass,1
5k2Ot6-wOgc,v_5k2Ot6-wOgc_4,what is in front of the person in black,bowling pin,1
ZsVfa3JIUNU,v_ZsVfa3JIUNU_4,what is the front of the person wearing black glasses,microphone,1
ZnKB0U96ZI4,v_ZnKB0U96ZI4_4,what is the front of the person wearing red shorts,tennis,1
SGAUpoTMSnA,v_SGAUpoTMSnA_4,what is the front of the person wearing white clothes before launching,car,1
HowkVy5fOyk,v_HowkVy5fOyk_4,what is in front of the audience in the video,bullfighting field,1
4LF0hL-mgks,v_4LF0hL-mgks_4,what is in front of the person who appeared at the beginning of the video,pool,1
ds3mAmUPxYA,v_ds3mAmUPxYA_4,what is the front of the two people,microphone,1
K5jY2chByPw,v_K5jY2chByPw_4,what is the front of the horse,wall,1
eQwLUJ3P7wI,v_eQwLUJ3P7wI_4,what is in front of the person who started the video at the beginning of the video,car,1
G0VWk5WqDp0,v_G0VWk5WqDp0_4,what is the front of the person wearing a blue vest,playground,1
IGPZFun1Ok4,v_IGPZFun1Ok4_4,what is the front of the red man,bet,1
OQEKZXv6jSw,v_OQEKZXv6jSw_4,what is in front of the person wearing red,runway,1
16bJAOf1SJI,v_16bJAOf1SJI_4,what is in front of the person wearing the blue and white plaid,ball table,1
rnI9vGr5V1k,v_rnI9vGr5V1k_4,what is the front of the person wearing the plaid clothes,grinder machine,1
HX6BeHLQh5s,v_HX6BeHLQh5s_4,what is the man in front of the video,table,1
OFTkwnSh-sQ,v_OFTkwnSh-sQ_4,what is in front of the person wearing yellow clothes,runway,1
Z6b4oFjIznU,v_Z6b4oFjIznU_4,what is in front of the person on the balance beam,balance beam,1
Npj77L31bhw,v_Npj77L31bhw_4,what is the front of the person wearing the hat,glove,1
ghHZ9M-jx0w,v_ghHZ9M-jx0w_4,what is the person in front of the whistle in his mouth,scoreboard,1
G25py7yEVyo,v_G25py7yEVyo_4,what is in front of the person wearing a red skirt,audience,1
LvTwJTvluHE,v_LvTwJTvluHE_4,what is in front of the person wearing green swimming trunks,sandy beach,1
GxDNGtoVjS0,v_GxDNGtoVjS0_4,what is in front of the person wearing a gray coat,tree,1
GjcRJzPjbRI,v_GjcRJzPjbRI_4,what is the front of the person wearing a yellow vest,scoreboard,1
OcL7ZhBCkxQ,v_OcL7ZhBCkxQ_4,what is the front of the person wearing black pants,ground,1
GSrBZXLSwWI,v_GSrBZXLSwWI_4,what is the front of the person wearing black short sleeves,machine,1
NJRrhNrEMsk,v_NJRrhNrEMsk_4,what is the person in front of the video,vehicle,1
GcjzvBatqb4,v_GcjzvBatqb4_4,what is in front of the person wearing orange clothes,pull rope,1
K49OCArHjXI,v_K49OCArHjXI_4,what is in front of people with goggles,fish,1
HDt5z5Y0opo,v_HDt5z5Y0opo_4,what is under the table,audience,1
0w4OkBenR_k,v_0w4OkBenR_k_4,what is in front of the railing,lawn,1
PdwWFueQErM,v_PdwWFueQErM_4,what is in front of the snow sweeper,tree,1
eMgC7I-GcgA,v_eMgC7I-GcgA_4,what is in front of the surfers,launch,1
Jix3poZOeZA,v_Jix3poZOeZA_4,what is the front of the tennis court,guardrail net,1
KsFid_YVsn0,v_KsFid_YVsn0_4,what is the front of the video at the beginning of the woman,tree,1
kkji9hespu0,v_kkji9hespu0_4,what is this woman in front of,boiler,1
C7yd6yEkxXE,v_C7yd6yEkxXE_4,what is behind the yard,wood,1
_l251ZuOCYU,v__l251ZuOCYU_4,what is behind them in the video midfield,audience,1
IMMoglaJ3RY,v_IMMoglaJ3RY_9,what is in the middle of the lawn,potted plant,5
UNXLfqkwKFc,v_UNXLfqkwKFc_7,what is the left hand of a person wearing blue shorts,watch,5
IYLJU87AkOg,v_IYLJU87AkOg_10,what is in the middle of the hula hoop on the wall,photo,5
a_EqAwUOxpM,v_a_EqAwUOxpM_7,what is the nail in the video,minions,5
3dWw9GLcOeA,v_3dWw9GLcOeA_6,what is the bird's mouth,ring,5
Npj77L31bhw,v_Npj77L31bhw_7,what pants are worn by people wearing hats,lattice,8
NJRrhNrEMsk,v_NJRrhNrEMsk_7,what pants are the people wearing in the video,jeans,8
KZ1NEffR2Qg,v_KZ1NEffR2Qg_9,what shoes are worn by people wearing red trousers,blue sneakers,8
wLXty2wzuJg,v_wLXty2wzuJg_1,what is mr. bean doing in the video,swimming,0
AsdsR27UnJ0,v_AsdsR27UnJ0_7,what is next to the first fixed toothbrush,mirror,6
f2DS_AVorrY,v_f2DS_AVorrY_4,what is next to the diving platform,big tree,1
9FQ-VLkCZo8,v_9FQ-VLkCZo8_1,what is the number 43 wearing green clothes,play hockey,0
elD1P_1oiUk,v_elD1P_1oiUk_4,what are the left and right sides of the river,tree,1
-8SgY4vW4xM,v_-8SgY4vW4xM_10,what is in the hand of the person in the video,bracelet,5
Ko7Nt8UDP4Q,v_Ko7Nt8UDP4Q_4,what is the right side of the person who opened the refrigerator,refrigerator,1
JbW8efAOOt0,v_JbW8efAOOt0_4,what is the right side of the stereo,sofa,1
idkQqlwyff8,v_idkQqlwyff8_9,what does the black man hold on his hand,line,5
qlK-c7hRqcA,v_qlK-c7hRqcA_8,what's on the blue car,yellow paint,5
yRQpolWhJ6A,v_yRQpolWhJ6A_4,what is above the person wearing blue clothes,ceiling,1
KPRymTsPCC0,v_KPRymTsPCC0_9,what is the camel,iron chain,5
4LoAbHdHWqM,v_4LoAbHdHWqM_9,what is the child wearing on the face in the video,patch,5
6G8m-vsGTA8,v_6G8m-vsGTA8_7,what is the face of the person driving in the video,glasses,5
W97fdJ2Rn9g,v_W97fdJ2Rn9g_4,what is on the finger,ring,1
TnP6coXzbLY,v_TnP6coXzbLY_4,what is the front wall of the person in the video,tool,1
_2txWbQfJrY,v__2txWbQfJrY_6,what does the short-sleeved man have on his hand,glove,5
LPRLV0eVgfY,v_LPRLV0eVgfY_9,what do you hold on the hands of people wearing crimson clothes,dolly,5
1px5LTVIR3A,v_1px5LTVIR3A_9,what is the hand of a person dancing in blue,hu la hoop,5
NvRH4SoF09c,v_NvRH4SoF09c_10,what does the person in black have on his hand,wrist watch,5
JsPIzRsUtlE,v_JsPIzRsUtlE_9,what are the people wearing in the middle of the field,glove,5
ldAHwbF8uWI,v_ldAHwbF8uWI_10,what do you take in the hands of people standing in taichung,microphone,5
-vY2uUmv6Dk,v_-vY2uUmv6Dk_4,what is on the head of a person wearing dark purple clothes,safety hat,1
f8SWWURHV1M,v_f8SWWURHV1M_8,what's on the little girl's head,plastic flowers,5
wnNiWoJxfSQ,v_wnNiWoJxfSQ_4,what is on the head of a person wearing a purple dress,hat,1
LYTWYSqsTCE,v_LYTWYSqsTCE_6,what is wearing on the head of a person in gray,glasses,5
Ki1bs5X_S5k,v_Ki1bs5X_S5k_9,what is the girl wearing a blue dress on the head,hat,5
IYLJU87AkOg,v_IYLJU87AkOg_4,what is the head of the person wearing the hat,lamp,1
KWpATsiXF_M,v_KWpATsiXF_M_8,what is the person wearing the long stick in the field,hat,5
RLBfyIVpocE,v_RLBfyIVpocE_9,what is wearing on the referee's head,hat,5
EXPYu9bfNcE,v_EXPYu9bfNcE_10,what is the fat woman's left hand,watch,5
7BUr2cN8CLs,v_7BUr2cN8CLs_4,what is the last blonde woman on the left hand of the video,curling brush,1
s9PkkDEl6aY,v_s9PkkDEl6aY_9,what does the person standing on the table wear on his left hand,wrist watch,5
JGPhQX97OSE,v_JGPhQX97OSE_9,what is the second person on the left hand of the team,watch,5
3Rzyta8op6s,v_3Rzyta8op6s_8,what is in the hand of the person on the left side of the bald head in the video,watch,5
sRNqK_QZbMs,v_sRNqK_QZbMs_4,what is the left side of the athlete with a black helmet,coach,1
lYP05IRcOPE,v_lYP05IRcOPE_4,what is the left side of the person drifting,bushes,1
7OcxT66BxX0,v_7OcxT66BxX0_4,what is the left side of the man wearing a black hat,microphone,1
PSB1nM3QXxg,v_PSB1nM3QXxg_4,what is the left side of the person with a purple belt around the waist,vehicle,1
qGLRri_c6n8,v_qGLRri_c6n8_4,what is the left side of the person wearing a pink shirt,lawn,1
8teo_0gxzgk,v_8teo_0gxzgk_4,what is the left side of the white man,long hair man,1
dGT_KGb0gyw,v_dGT_KGb0gyw_4,what is the left side of the woman in a yellow shirt,man in white,1
E_UkQGk7QAE,v_E_UkQGk7QAE_4,what is the left side of the woman in light blue clothes,child,1
-EIsT868Trw,v_-EIsT868Trw_4,what is the left side of the gray woman,coach,1
uIHWHnItois,v_uIHWHnItois_4,what is the left side of the person wearing orange clothes,tree,1
zOI9SjQpc_Q,v_zOI9SjQpc_Q_4,what is the left side of the 9th player,audience,1
LWt2FuU0uC4,v_LWt2FuU0uC4_4,what is the left side of the athlete after the shot put,referee,1
LjPKKqe-VO0,v_LjPKKqe-VO0_4,what is the left side of the blond-haired person,coach,1
SNja9iUdAiI,v_SNja9iUdAiI_4,what is the left side of the person who keeps the donkey,basketball box,1
S7CW-si2JjA,v_S7CW-si2JjA_4,what is the left side of the cake at the beginning of the video,saw,1
K1LiXUpoSmI,v_K1LiXUpoSmI_4,what is the left side of the child,enclosure,1
2CegApogJd4,v_2CegApogJd4_4,what is the left side of the contestant,audience,1
hIHeMA1oRrY,v_hIHeMA1oRrY_4,what is the left side of the dog,road,1
bYNQ0GrCt64,v_bYNQ0GrCt64_4,what is on the left side of the door in the video,shelf,1
VvsYrfEvvUw,v_VvsYrfEvvUw_4,what is on the left side of the exerciser,grassland,1
V08Q-DbT0GQ,v_V08Q-DbT0GQ_4,what is the left side of the fork,plate,1
JGxf-jke0e8,v_JGxf-jke0e8_4,what is the left side of the green basin,yellow basin,1
HWFosaUWoSI,v_HWFosaUWoSI_4,what is the left side of the house in the video,tree,1
N4qhryre_TE,v_N4qhryre_TE_4,what is the left side of the person wearing a black jacket,audience,1
NNiJfr_ChH4,v_NNiJfr_ChH4_4,what is the left side of the person wearing blue clothes,men in black,1
KZ1NEffR2Qg,v_KZ1NEffR2Qg_4,what is the left side of the person wearing red pants,street lamp,1
qGtUXGG78tM,v_qGtUXGG78tM_4,what is the left side of the person wearing dark blue pants,tree,1
Ep5LuX_2gfI,v_Ep5LuX_2gfI_4,what is on the left side of the ocean when the video starts,mountain,1
CKSlgK_2FP4,v_CKSlgK_2FP4_4,what is on the left side of the oven,seasoning,1
N75m1Z4RqbA,v_N75m1Z4RqbA_4,what is the left side of the person wearing black clothes,audience,1
NZskwwovSZI,v_NZskwwovSZI_4,what is the left side of the person wearing white clothes,table,1
WdtytUagoJs,v_WdtytUagoJs_4,what is on the left side of the playground,audiences stand,1
8A4cZXyDrkU,v_8A4cZXyDrkU_4,what is the left side of the red car,spare tire,1
JY9oOSfjj_E,v_JY9oOSfjj_E_4,what is the left side of the ski run,tree,1
uLsq6gQXQPM,v_uLsq6gQXQPM_4,what is the left side of the slide,grass,1
aAz3YL2RMr4,v_aAz3YL2RMr4_4,what is on the left side of the tattooed person,tattoo artist,1
3Nd3Aai1bVA,v_3Nd3Aai1bVA_4,what is the left side of the track,audience,1
huFOZ2BiM_k,v_huFOZ2BiM_k_4,what is the left side of the uneven bars,dry powder plate,1
6VXQoPNphgI,v_6VXQoPNphgI_4,what is the left side of the woman facing the mirror in the video,black hair woman,1
ETbbYC0OhL0,v_ETbbYC0OhL0_4,what is the left side of the purple-haired female,audience,1
wLXty2wzuJg,v_wLXty2wzuJg_4,what is on the little girl's hair,circle,1
7H1KylJRii8,v_7H1KylJRii8_10,what is worn on the man wearing a striped shirt,watch,5
0XTAq_xvquw,v_0XTAq_xvquw_9,what is the man wearing on the screen,glove,5
jBlG0L_M96g,v_jBlG0L_M96g_9,what does the person on the jumper wear,glove,5
IDuoF51IMJ8,v_IDuoF51IMJ8_9,what is the white man wearing on his hand,ball,5
H0dG_1Vgw4Q,v_H0dG_1Vgw4Q_4,what is above the person wearing blue short sleeves,barbell,1
SPjv6P5fxug,v_SPjv6P5fxug_6,what is wearing on the ear of a person wearing a swimsuit,earring,5
I9ficvPdpZg,v_I9ficvPdpZg_8,what is the woman in the right hand on the stage,microphone,5
ECZb_tQZ4Pg,v_ECZb_tQZ4Pg_8,what do black man wear on their right hand,watch,5
_kmjpSZb3OI,v__kmjpSZb3OI_4,what is the right side of the person in black clothes,wall,1
46NS8dT15Hw,v_46NS8dT15Hw_4,what is the right side of the boy in blue,tree,1
_SJOVswvGRc,v__SJOVswvGRc_4,what is the right side of the child in black,white man,1
tgPD2SZo_DY,v_tgPD2SZo_DY_4,what is the right side of the person wearing blue clothes,wall,1
zV08tITKFMM,v_zV08tITKFMM_4,what is the right side of the person wearing a golden coat,audience,1
hRsn4nesCQo,v_hRsn4nesCQo_4,what is the right side of the person wearing gray clothes,table,1
3kxP8qOtym8,v_3kxP8qOtym8_4,what is the right side of the person wearing a gray vest,chair,1
ZxCdhz4ep0s,v_ZxCdhz4ep0s_4,what is the right side of the person wearing a striped shirt,audience,1
TXSOSSGJYO0,v_TXSOSSGJYO0_4,what is the right side of the man wearing gray clothes,house,1
0e7d39SwHCA,v_0e7d39SwHCA_4,what is the right side of the person wearing purple clothes,haystack,1
iAes5SVj_Fg,v_iAes5SVj_Fg_4,what is the right side of the man wearing black pants,mirror,1
R-hsYQNtnn0,v_R-hsYQNtnn0_4,what is the right side of the person wearing a blue shirt,cabinet,1
zPQodcasmSA,v_zPQodcasmSA_4,what is the right side of the person in green,sail,1
hGPCJb2g1tQ,v_hGPCJb2g1tQ_4,what is the right side of the person wearing blue clothes in the video,wall,1
ZLG1Exv8HrY,v_ZLG1Exv8HrY_4,what is the right side of the person wearing white short sleeves,parallel bar,1
cTxVTEzQDr8,v_cTxVTEzQDr8_4,what is the right side of the person wearing sunglasses,large building,1
_2txWbQfJrY,v__2txWbQfJrY_4,what is the right side of the person wearing short sleeves,ceramic tile,1
_fLhtWSCaSo,v__fLhtWSCaSo_4,what is the right side of the person wearing the stripe,person wearing a hat,1
Zt9qvbUnNhc,v_Zt9qvbUnNhc_4,what is the right side of the person wearing red shorts,pond,1
T0nCDJuikuA,v_T0nCDJuikuA_4,what is the right side of the christmas tree,row of clothes,1
LsVCwr6qPmY,v_LsVCwr6qPmY_4,what is the right side of the person in blue,iron,1
LYTWYSqsTCE,v_LYTWYSqsTCE_4,what is the right side of the person wearing gray clothes,masonry,1
HPKHDze6XfA,v_HPKHDze6XfA_4,what is the right side of the car that is opened,wall,1
G4-qjGC_3VA,v_G4-qjGC_3VA_4,what is the right side of the person wearing black clothes,audience,1
vqyQF-1Zc_E,v_vqyQF-1Zc_E_4,what is on the right side of the ski resort,wood,1
bWZkD_s1940,v_bWZkD_s1940_4,what is on the right side of the white sign,sound,1
WGUzmra3h_w,v_WGUzmra3h_w_4,what is on the right side of the basketball box,pads,1
qlK-c7hRqcA,v_qlK-c7hRqcA_4,what is the right side of the blue car,house,1
7-UlUnaBjXU,v_7-UlUnaBjXU_4,what is on the right side of the off-road motorcycle,audience,1
raxeBxPQqlk,v_raxeBxPQqlk_4,what is the right side of the window where the darts are released,television,1
1lwG-y_QCkc,v_1lwG-y_QCkc_4,what is the right side of the lawn,tree,1
Mk7Yjq1U8OI,v_Mk7Yjq1U8OI_4,what is the right side of the person with blue pants in the first picture,small house,1
Gs79qz286QE,v_Gs79qz286QE_4,what is the right side of the person wearing blue swimming trunks,ladder,1
MDsJa6Yitwc,v_MDsJa6Yitwc_4,what is the right side of the person wearing gray clothes facing the camera,wall,1
2vrR_5u2buU,v_2vrR_5u2buU_4,what is the right side of the runway,cameraman,1
vQ82ItCG1x4,v_vQ82ItCG1x4_4,what is above the sailboat,canvas,1
Oh3-DvDCpZ4,v_Oh3-DvDCpZ4_9,what's on the soup in the video,shrimp meat,8
HtG-i1CG2Qs,v_HtG-i1CG2Qs_4,what is the top of the faucet,hand washing box,1
PFeerDZbGn8,v_PFeerDZbGn8_4,what is the judge's seat above,awning,1
W2Mh01F3K5c,v_W2Mh01F3K5c_4,what is above the person in white clothes,stairs,1
H33jSILKmfI,v_H33jSILKmfI_9,what is hanging on the wall behind the person wearing a suit,american flag,5
w10Nr_wOh8g,v_w10Nr_wOh8g_4,what is on the wall to the right of the chair,socket,1
BWAedc31WdY,v_BWAedc31WdY_4,what is on the sink,cosmetics,1
WNgI2qBvPrY,v_WNgI2qBvPrY_4,what is on the white table,cake,1
ILmZg0vz0Hg,v_ILmZg0vz0Hg_9,what might be in this box,clothes,5
_a527xEzhkw,v__a527xEzhkw_4,what is the right side of the person in the video,door,1
Ko7Nt8UDP4Q,v_Ko7Nt8UDP4Q_7,what is the green one,romaine lettuce,8
fSBX-gjPblw,v_fSBX-gjPblw_10,what is the event venue in the video,gym,6
4JmFOPoKluM,v_4JmFOPoKluM_10,what do adults wear on their left hand,watch,5
RlRrktN5iH4,v_RlRrktN5iH4_9,what are the benefits of practicing yoga,make body pliable,8
w10Nr_wOh8g,v_w10Nr_wOh8g_8,what is the animal at the bottom left of the wallpaper,rabbit,5
NjD6iWI3NvM,v_NjD6iWI3NvM_8,what is the animal species that appears in the video,dog,5
16bJAOf1SJI,v_16bJAOf1SJI_8,what is the appearance of the ball,circular,8
sEcXR5b8HyY,v_sEcXR5b8HyY_4,what is behind the athlete in red clothes in the prologue,red baffle,1
huFOZ2BiM_k,v_huFOZ2BiM_k_7,what is the gender of the athletes in the competition pommel horse project,male,8
4H9MMsj4mcM,v_4H9MMsj4mcM_4,what is in front of the audience,horse running yard,1
C27eI-S1Vkw,v_C27eI-S1Vkw_4,what is behind the dummy,wall,1
cVFVREeD6hM,v_cVFVREeD6hM_4,what is behind the person wearing black clothes in the video,house,1
AsdsR27UnJ0,v_AsdsR27UnJ0_4,what is behind the person holding the toothbrush in the video,mirror,1
6LsvBNqJuJY,v_6LsvBNqJuJY_4,what is the back of the woman at the beginning of the video,wall,1
FPf7mAgdy0I,v_FPf7mAgdy0I_4,what is behind the yellow-haired woman,window,1
jBlG0L_M96g,v_jBlG0L_M96g_4,what is behind the basketball box,house,1
RXT17X7lRoQ,v_RXT17X7lRoQ_4,what is the back of the child in the first photo,grassland,1
k6pN0WRr2Ws,v_k6pN0WRr2Ws_4,what is behind the coach,shelf,1
auO4r3De6vc,v_auO4r3De6vc_4,what is behind the judges' seats,spectator seats,1
s9PkkDEl6aY,v_s9PkkDEl6aY_4,what is behind the last row of children,wall,1
RXDVJlb97OI,v_RXDVJlb97OI_4,what is behind the person who stood at the beginning of the video,bed,1
0iqx7o5WYW8,v_0iqx7o5WYW8_4,what is behind the pole,network,1
0mNZfG6CL74,v_0mNZfG6CL74_4,what is behind the referee,personnel,1
S6Sg1l78IW0,v_S6Sg1l78IW0_4,what is behind the woman standing,photo,1
fhOmyyI0eQE,v_fhOmyyI0eQE_4,what is behind the trees,wall,1
UJGK_TKrl4E,v_UJGK_TKrl4E_4,what is behind the referee at the beginning of the video,stand,1
AtbTioB1_Kw,v_AtbTioB1_Kw_4,what is behind the video trainer,banana tree,1
tRFK1BMKaRo,v_tRFK1BMKaRo_4,what is behind the weightlifter,british flag,1
9FQ-VLkCZo8,v_9FQ-VLkCZo8_4,what is behind the person wearing white clothes,spectator seats,1
54TIARWo-S8,v_54TIARWo-S8_4,what is behind the person wearing yellow clothes,playground,1
BdRH3lpopLQ,v_BdRH3lpopLQ_4,what is behind the referee facing the camera,audience,1
L5IbDi09Yb4,v_L5IbDi09Yb4_9,what is the state of the bald head when talking,very excited,8
IToczVhbOc0,v_IToczVhbOc0_1,what is the bald woman doing,tattoo,0
Es3PxD9oi4I,v_Es3PxD9oi4I_5,what is the ball after the yellow ball in the video is replaced,red ball,2
Pjnuoa4o55c,v_Pjnuoa4o55c_8,what is the ball trained in the video,tennis,8
Npj77L31bhw,v_Npj77L31bhw_8,what color is the beard of a person wearing a hat,black,4
s84PG-JfEwc,v_s84PG-JfEwc_4,what is behind the person who is pulling the rope,shore,1
Nc9yr4urskA,v_Nc9yr4urskA_7,what color is the belt of a person wearing yellow clothes,red,4
IxaBEVd2PZM,v_IxaBEVd2PZM_10,what is good for ballet dancing,physical exercise,8
bWZkD_s1940,v_bWZkD_s1940_10,what are the benefits of dancing,release pressure,8
bYNQ0GrCt64,v_bYNQ0GrCt64_10,what are the benefits of lifting a barbell,exercise muscles,8
UNKf15ALDh8,v_UNKf15ALDh8_9,what is good for planting trees,purify air,8
wLXty2wzuJg,v_wLXty2wzuJg_10,what are the benefits of swimming,relieve stress,8
7BUr2cN8CLs,v_7BUr2cN8CLs_10,what is the benefit of the curling exercise,exercise balance,8
VZ5R9goklpo,v_VZ5R9goklpo_10,what are the benefits of this game,relax,8
paRAKx8svJ8,v_paRAKx8svJ8_7,what is the largest number that appears after the video background,9,7
3dWw9GLcOeA,v_3dWw9GLcOeA_1,what are the birds doing,play,0
FADShG5lyB8,v_FADShG5lyB8_5,what happened to men after they got on fitness equipment,exercise,2
e-Xf13exY4E,v_e-Xf13exY4E_6,what is the man's instrument in black,drum kit,5
CaeZoHNHul0,v_CaeZoHNHul0_1,what are the brunette woman doing in the video,play violin,0
vSv1qMMt4Bk,v_vSv1qMMt4Bk_1,what is the brunette woman in the video doing,make report,0
Ki13JIVwMdk,v_Ki13JIVwMdk_1,what are the black and white hair dogs doing,yelling,0
IclzwpxVvIk,v_IclzwpxVvIk_1,what is the blonde woman doing,make up,0
4z0meF-_b1I,v_4z0meF-_b1I_4,what is the front of the person when the person wearing the hat weeds,eradicator,1
meNgZdu8tIk,v_meNgZdu8tIk_4,what is below the sandwich,mat cloth,1
p54LLMnyg54,v_p54LLMnyg54_4,what is below the person,river,1
V9mLJJn8Lvw,v_V9mLJJn8Lvw_4,what is below the book at the beginning of the video,paper,1
dU7jG8G5li0,v_dU7jG8G5li0_4,what is under the cake,board,1
jibbgUBuuSA,v_jibbgUBuuSA_4,what is below the height measuring rod,pads,1
mVAP-WyEc7w,v_mVAP-WyEc7w_4,what is under the knife,chopping block,1
elD1P_1oiUk,v_elD1P_1oiUk_7,what is there at the bottom of the river,stone and water grass,5
dFGS7YCDk3Y,v_dFGS7YCDk3Y_4,what is below the sailboat,water,1
1vTHJMMPZN0,v_1vTHJMMPZN0_4,what is below the surfboard,seawater,1
9ZVWD0ZKXZg,v_9ZVWD0ZKXZg_1,what are the boys in red dress doing,rock climbing,0
KPRymTsPCC0,v_KPRymTsPCC0_6,what is the boy wearing glasses,camel,5
5mWZY2XkWSQ,v_5mWZY2XkWSQ_8,what is the boy's hairstyle,crew cut,8
04qggWACGWk,v_04qggWACGWk_10,what is the reason for people in the video to do this,beauty,8
3i3SUPsyZtA,v_3i3SUPsyZtA_4,what is the right side of the chef,refrigerator,1
e4kS-n7_LRU,v_e4kS-n7_LRU_10,what is the gender of the child in the video,female,8
5UZ2ft8Y3sI,v_5UZ2ft8Y3sI_9,what do the chinese team's throwing curlers wear on their left hand,glove,5
5LGh56euaZs,v_5LGh56euaZs_8,what is the climate in the video,cold,8
LL0uQO4q_wY,v_LL0uQO4q_wY_9,what color clothes are people wearing curlers,red,4
NZskwwovSZI,v_NZskwwovSZI_6,what color clothes do people wearing red hats wear,black,4
JB-ynj70saA,v_JB-ynj70saA_6,what is the color of the clothes of people wearing black trousers,white,4
mek9Zodu8LM,v_mek9Zodu8LM_8,what is the color of the bow tie of a person wearing black clothes,red,4
FmfAB-ppHBs,v_FmfAB-ppHBs_8,what color is the man clothes for cigarettes,black,4
rrpEOrMpBuE,v_rrpEOrMpBuE_6,what is the color of the camel person pants,blue,4
m73Cod-PmMQ,v_m73Cod-PmMQ_8,what is the color of the clothes of a child wearing a white hat,blue,4
jWODw4vy45M,v_jWODw4vy45M_6,what is the color of the dog's tail,white,4
6G8m-vsGTA8,v_6G8m-vsGTA8_6,what is the color of the hat of the person driving in the video,black,4
5oyenoaVB-w,v_5oyenoaVB-w_6,what is the color of the facial cleanser in the video,green,4
5mWZY2XkWSQ,v_5mWZY2XkWSQ_6,what is the color of the girl's hair in the video,black,4
7lxP-hWFA24,v_7lxP-hWFA24_7,what color is the girl's shoes wearing striped clothes,red,4
mixxaL3Bdv8,v_mixxaL3Bdv8_8,what is the color of the helmet of a person wearing orange clothes,black,4
8kaQq1mR2ys,v_8kaQq1mR2ys_7,what color is the long-haired woman's glasses,black,4
jbCQY7V7O1s,v_jbCQY7V7O1s_6,what is the color of men's clothes in the video,gray,4
QoRlOa6R1LY,v_QoRlOa6R1LY_9,what color is the top of the person wearing a gray helmet,orange,4
eiN5XPmwcEM,v_eiN5XPmwcEM_9,what is the color of a man's hair,black,4
i6wR9_tkg6A,v_i6wR9_tkg6A_8,what color is the man's hat in green,green,4
jDlvGWOdcqU,v_jDlvGWOdcqU_6,what is the color of the clothes of people wearing jeans,black,4
5k2Ot6-wOgc,v_5k2Ot6-wOgc_6,what is the color of a man in black,black,4
qGtUXGG78tM,v_qGtUXGG78tM_8,what color is the person's hat wearing dark blue pants,orange,4
rGOOlcdpfLg,v_rGOOlcdpfLg_9,what is the color of a person wearing a plaid jacket,black,4
ryFSf08mrkA,v_ryFSf08mrkA_6,what is the color of the person wearing a mask,gray,4
jhy6npIdn5o,v_jhy6npIdn5o_6,what is the color of the hair of a person who didn’t wear a hat at the beginning of the video,black,4
4YF9R3Sz2bA,v_4YF9R3Sz2bA_6,what is the color of the air cushion of the person who shoots the video,blue,4
stdtUoog49I,v_stdtUoog49I_8,what is the color of the clothes of the person riding the electric car,green,4
zH1MiuiTsx8,v_zH1MiuiTsx8_7,what color is the top of the person wearing an orange life jacket,blue,4
gWTndmDHZQc,v_gWTndmDHZQc_8,what color is the man's hat in a black shirt,black,4
CDecXoRSpIc,v_CDecXoRSpIc_9,what is the color of the pants of the person who is repairing the tire,blue,4
zV08tITKFMM,v_zV08tITKFMM_7,what color is the person's socks wearing a gold coat,pink,4
T0nCDJuikuA,v_T0nCDJuikuA_8,what is the color of the person's socks in the video,red,4
